ID,Corr
1,0.180692053206
2,0.154777690999
3,0.140649563132
4,0.300636211878
5,0.137328003979
6,0.240129085405
7,1.0
8,0.0261677242431
9,0.299846010944
10,0.128963115223
11,0.111134778066
12,0.14400467736
13,0.129902735509
14,0.216103633079
15,0.247184496867
16,0.21480465696
17,0.259502737602
18,0.21413935852
19,0.149123039645
20,0.222568154253
21,0.308260607192
22,0.373064648294
23,0.460339016397
24,0.541443300639
25,0.904483393456
26,0.34197820363
27,0.198760452943
28,0.234033108353
29,0.047583273413
