ID,Corr
1,0.36513174678
2,0.268707478367
3,0.145302370849
4,0.226987489823
5,0.200444859359
6,0.175592892465
7,0.255699523177
8,0.0825798516421
9,0.315186817347
10,0.290581413652
11,0.292717107649
12,0.153910461828
13,0.166819887768
14,0.253050436602
15,0.382535458979
16,0.345867423875
17,0.456188571775
18,0.337129884986
19,0.369978548837
20,0.427638377619
21,0.376996034703
22,0.358817213764
23,0.286620955596
24,0.285608280589
25,0.230431350695
26,0.30228491741
27,0.352859966926
28,1.0
29,0.117492658838
