ID,Corr
1,0.69810706301
2,0.151384894743
3,0.0369956924986
4,-0.21213506579
5,-0.200387415265
6,-0.134124461815
7,-0.150254283762
8,0.0130832242829
9,0.618735080339
10,0.761002522728
11,0.656841912462
12,0.616972678997
13,0.364397779696
14,0.717325644497
15,0.838065947245
16,0.879339619285
17,1.0
18,0.726642333724
19,0.79474493257
20,0.861605137327
21,0.801791097549
22,0.741866922169
23,0.506996606245
24,0.490084622558
25,0.0476245725402
26,-0.117564536163
27,0.323631294014
28,0.252332628597
29,0.193756057609
