ID,Corr
1,0.352219147883
2,0.204000997348
3,0.0828016752346
4,0.0445812146612
5,0.0176110981578
6,0.0282447699311
7,0.171540333463
8,0.00437978994818
9,0.32778452512
10,0.417383517042
11,0.435859855781
12,0.305185261483
13,0.226572960116
14,0.377791938508
15,0.439858004183
16,0.472447401418
17,0.554301800285
18,0.521708487596
19,0.521393559056
20,0.582637889209
21,0.815788459388
22,0.892713498615
23,0.824247555719
24,1.0
25,0.730897851519
26,0.0606813521605
27,0.229544923348
28,0.181336693852
29,0.0630477611957
