ID,Corr
1,0.665908823825
2,0.0496186967996
3,-0.00432129658721
4,-0.134341923105
5,-0.102899743093
6,-0.121853505619
7,-0.087344829147
8,0.00374336738843
9,0.455190183824
10,0.65592720782
11,0.530836122103
12,0.596298731118
13,0.390874206833
14,0.578285142917
15,0.757366547513
16,1.0
17,0.727030852066
18,0.703505495275
19,0.727749725468
20,0.665500364852
21,0.526763617994
22,0.609635198273
23,0.198237912167
24,0.28091012597
25,-0.0222695574774
26,-0.0715956139496
27,0.250745381344
28,0.333864867076
29,0.127453943128
