ID,Corr
1,1.0
2,0.306770752992
3,0.0324265286048
4,-0.0328204217921
5,-0.0592310168218
6,-0.0634764423807
7,0.0336424216395
8,0.00353687186862
9,0.602960619091
10,0.736178029917
11,0.559194994646
12,0.707324301593
13,0.445844746298
14,0.521705238016
15,0.670612728928
16,0.772385738547
17,0.76844123555
18,0.736047034314
19,0.759754596398
20,0.804728393712
21,0.39722900383
22,0.571341255961
23,0.17324818914
24,0.26205367849
25,0.0527563691313
26,0.0409578902604
27,0.232052418606
28,0.275142799529
29,0.174678651039
