ID,Corr
1,0.725788467518
2,0.338659174253
3,0.215460723694
4,0.134017992615
5,0.0872358662959
6,0.122752058266
7,0.106910118549
8,0.0584911189433
9,0.584183001853
10,0.741270134676
11,0.744852487965
12,0.571951122569
13,0.401629038915
14,0.508592993999
15,0.733001470893
16,0.771065986247
17,0.775203970622
18,1.0
19,0.782546967316
20,0.770651383382
21,0.541713908761
22,0.628756441658
23,0.392208778974
24,0.419880781912
25,0.263068346587
26,0.175938145245
27,0.0644296623475
28,0.115955877084
29,-0.00479535828315
