ID,Corr
1,0.610137261097
2,0.264081094255
3,-0.233488260349
4,0.215860314693
5,0.0503234753871
6,-0.0519876195436
7,0.112677956691
8,0.031885084712
9,0.00214107470829
10,0.362762481955
11,0.471378309474
12,0.401667353474
13,0.462646421276
14,0.595673539519
15,0.495726403632
16,0.649493958103
17,0.653555937255
18,0.571886286557
19,0.766612476655
20,0.868141232409
21,0.89673427076
22,1.0
23,0.925801683223
24,0.95114541261
25,0.69385480816
26,0.025340452305
27,0.315133057109
28,0.540078798622
29,0.00831405053133
