ID,Corr
1,0.662616157694
2,0.721432254926
3,1.0
4,0.661469173519
5,0.383968593469
6,0.859683353014
7,0.148660517973
8,0.00474684547072
9,0.742358891252
10,0.571951827535
11,0.535849208179
12,0.481737638723
13,0.275721540858
14,0.453249076257
15,0.627826728551
16,0.534233507667
17,0.611371859927
18,0.635203691154
19,0.448505218957
20,0.48892113391
21,0.483291117574
22,0.492068341555
23,0.311783611363
24,0.33913476365
25,0.437233776628
26,0.50164643242
27,0.193471004565
28,0.141780533429
29,-0.00207830533487
