ID,Corr
1,0.11141222308
2,0.193898393072
3,0.267554769422
4,0.641504333301
5,1.0
6,0.235992946985
7,0.117445089089
8,-0.00148158136985
9,0.0879304762528
10,0.0737838663888
11,0.0780716479635
12,0.0540977417834
13,0.0250983372102
14,0.0840775292765
15,0.107091805562
16,0.0863292020024
17,0.0897767499285
18,0.131430385074
19,0.120998460007
20,0.142497336915
21,0.114980423029
22,0.16811617261
23,0.0614512142779
24,0.122545273326
25,0.227659623449
26,0.492864832527
27,0.101086732803
28,0.148875237507
29,-0.00117274895761
