ID,Corr
1,0.674231879031
2,0.325471129253
3,0.122510011628
4,0.145553992198
5,0.0464214138486
6,0.0532445067695
7,0.0267445595756
8,0.0189946153408
9,0.700609781178
10,0.680049242942
11,1.0
12,0.458485994116
13,0.396086086562
14,0.42840023211
15,0.65504662751
16,0.607317858845
17,0.642769031272
18,0.748662017251
19,0.663963361367
20,0.655466543343
21,0.610623949512
22,0.696817615544
23,0.468403375658
24,0.495982383551
25,0.284143580926
26,0.0284810807135
27,0.20861770366
28,0.368939251049
29,0.0041662517245
