ID,Corr
1,0.276089621079
2,0.0769722378334
3,0.0429263533809
4,0.0482676715332
5,0.0169146565632
6,0.0232777010461
7,0.0181804166275
8,0.0158972631905
9,0.33462039929
10,0.202135926489
11,0.165657189361
12,0.111920284757
13,0.128976988252
14,0.138566273721
15,0.233856925762
16,0.232567733168
17,0.344956195278
18,0.192978236167
19,0.205923803627
20,0.297799643461
21,0.258120308305
22,0.247283963409
23,0.174522253444
24,0.135162517746
25,0.118753963202
26,0.0408877061766
27,0.0875578124911
28,0.085892081841
29,1.0
