ID,Corr
1,0.697657016233
2,0.169823038933
3,-0.0554328609305
4,0.0548159120276
5,-0.0236333437864
6,-0.00731841481189
7,0.0386278837572
8,0.0289448084401
9,0.513828256456
10,0.704812558624
11,0.668632725692
12,0.573394828067
13,0.598457014244
14,0.69791448556
15,0.797948934167
16,0.615897543596
17,1.0
18,0.729799510837
19,0.783243816999
20,0.846243318522
21,0.811012363831
22,0.617097846286
23,0.607734138011
24,0.458719184291
25,0.508186110418
26,0.234573563742
27,0.493968146472
28,0.622797732724
29,0.0151133672423
